Ast,Block,DefReb,FGA,FGM,FGm,FTA,FTM,FTm,Foul,From,Game_ID,Lineup_ID,Lineup_Players,Lineup_Score,Min,OffReb,Oppo_Ast,Oppo_Block,Oppo_DefReb,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_FTA,Oppo_FTM,Oppo_FTm,Oppo_Foul,Oppo_OffReb,Oppo_Score,Oppo_Stl,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_TtlReb,Oppo_Turnover,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,PlusMinus,Stl,Three_FGA,Three_FGM,Three_FGm,To,TtlReb,Turnover,Two_FGA,Two_FGM,Two_FGm,session_number,Team_ID
0,0,0,1,0,1,2,1,1,0,2.2,4,20,"Anthony Mosley,Jake Bruns,Jake Digiorgio,Max Hisatake,Parker Joncus",1,1.03333333333333,0,1,0,1,2,1,1,0,0,0,1,1,2,0,0,0,0,2,1,2,1,1,-1,1,0,0,0,1.16666666666667,0,0,1,0,1,2,12
0,0,3,3,1,2,2,2,0,2,1.16666666666667,4,21,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Max Hisatake,Parker Joncus",4,1.16666666666667,0,0,1,2,1,0,1,8,5,3,1,0,5,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,3,0,2,1,1,2,12
1,1,7,11,6,5,2,1,1,0,20,3,1,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Milos Dugalic,Parker Joncus",13,4.85,3,0,0,2,7,0,7,0,0,0,1,0,0,0,4,0,4,2,2,3,0,3,13,1,2,0,2,15.15,10,1,9,6,3,1,12
0,0,0,1,0,1,0,0,0,1,15.15,3,2,"Calvin Schmitz,Cody Mattson,Jake Bruns,Jake Digiorgio,Zach Parduhn",0,1.5,1,1,0,0,1,1,0,2,1,1,1,0,4,1,1,1,0,0,0,0,0,0,-4,0,0,0,0,13.65,1,1,1,0,1,1,12
0,0,0,1,1,0,0,0,0,0,13.65,3,3,"Calvin Schmitz,Cody Mattson,Jake Bruns,Ricardo Whitehead,Zach Parduhn",2,0.966666666666667,0,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,-1,1,0,0,0,12.6833333333333,0,1,1,1,0,1,12
0,0,1,1,1,0,0,0,0,0,12.6833333333333,3,4,"Anthony Mosley,Calvin Schmitz,Cody Mattson,Jake Bruns,Ricardo Whitehead",2,0.85,0,1,0,0,2,1,1,0,0,0,1,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,11.8333333333333,1,1,1,1,0,1,12
0,0,0,1,0,1,0,0,0,0,11.8333333333333,3,5,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz,Cody Mattson,Jake Digiorgio",0,1.11666666666667,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,-2,0,0,0,0,10.7166666666667,0,1,1,0,1,1,12
2,0,2,7,4,3,0,0,0,0,10.7166666666667,3,6,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Milos Dugalic,Parker Joncus",9,3.33333333333333,1,0,0,1,7,1,6,0,0,0,1,2,2,0,4,0,4,3,1,3,1,2,7,0,1,1,0,7.38333333333333,3,0,6,3,3,1,12
0,0,1,1,1,0,0,0,0,0,7.38333333333333,3,7,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner,Jake Digiorgio,Parker Joncus",2,0.883333333333334,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,6.5,1,1,1,1,0,1,12
0,0,1,2,1,1,0,0,0,2,6.5,3,8,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner,Kohl Linder,Parker Joncus",2,1.51666666666667,0,0,0,0,3,1,2,1,0,1,0,2,2,0,0,0,0,2,0,3,1,2,0,0,0,0,0,4.98333333333333,1,0,2,1,1,1,12
1,0,0,1,1,0,0,0,0,1,4.98333333333333,3,9,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner,Jake Digiorgio,Parker Joncus",2,0.816666666666666,0,1,0,0,2,2,0,0,0,0,0,0,5,0,1,1,0,0,0,1,1,0,-3,0,0,0,0,4.16666666666667,0,1,1,1,0,1,12
1,0,2,1,1,0,0,0,0,0,4.16666666666667,3,10,"Brett Ott,Capriest Gardner,Jake Bruns,Jake Digiorgio,Parker Joncus",2,1.66666666666667,0,1,0,0,3,1,2,0,0,0,0,0,3,1,2,1,1,0,0,1,0,1,-1,0,0,0,0,2.5,2,2,1,1,0,1,12
0,0,0,0,0,0,0,0,0,2,2.5,3,11,"Anthony Mosley,Jake Bruns,Jake Digiorgio,Milos Dugalic,Parker Joncus",0,0.216666666666667,0,0,0,0,1,1,0,1,1,0,0,0,3,1,0,0,0,0,0,1,1,0,-3,0,0,0,0,2.28333333333333,0,1,0,0,0,1,12
1,0,2,4,2,2,2,2,0,2,2.28333333333333,3,12,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Milos Dugalic,Parker Joncus",8,2.28333333333333,1,0,0,1,2,0,2,4,4,0,2,0,4,0,0,0,0,1,1,2,0,2,0,0,2,2,0,0,3,0,2,0,2,1,12
1,1,4,9,5,4,1,0,1,2,20,3,13,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Milos Dugalic,Parker Joncus",11,4.41666666666667,3,2,0,1,8,3,5,0,0,0,2,0,7,0,3,1,2,1,0,5,2,3,4,0,1,1,0,15.5833333333333,7,1,8,4,4,2,12
0,0,0,0,0,0,0,0,0,0,15.5833333333333,3,14,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz,Jake Digiorgio,Milos Dugalic",0,0.316666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.2666666666667,0,0,0,0,0,2,12
1,0,1,1,1,0,0,0,0,1,15.2666666666667,3,15,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz,Cody Mattson,Jake Digiorgio",2,1.21666666666667,0,1,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,14.05,1,2,1,1,0,2,12
0,0,1,2,1,1,0,0,0,0,14.05,3,16,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz,Cody Mattson,Ricardo Whitehead",2,1.5,0,0,0,1,2,1,1,0,0,0,0,0,3,0,2,1,1,1,1,0,0,0,-1,0,1,0,1,12.55,1,0,1,1,0,2,12
0,0,3,5,1,4,0,0,0,0,12.55,3,17,"Anthony Mosley,Calvin Schmitz,Cody Mattson,Jake Bruns,Ricardo Whitehead",3,2.06666666666667,0,0,0,2,3,0,3,0,0,0,0,0,0,0,2,0,2,2,1,1,0,1,3,0,3,1,2,10.4833333333333,3,0,2,0,2,2,12
0,0,0,1,0,1,0,0,0,1,10.4833333333333,3,18,"Calvin Schmitz,Cody Mattson,Jake Bruns,Ricardo Whitehead,Zach Parduhn",0,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9.95,0,0,0,0,0,2,12
0,0,2,2,1,1,2,1,1,0,9.95,3,19,"Calvin Schmitz,Jake Bruns,Parker Joncus,Ricardo Whitehead,Zach Parduhn",3,1.7,0,1,0,1,3,1,2,0,0,0,2,0,3,0,3,1,2,1,0,0,0,0,0,0,1,0,1,8.25,2,0,1,1,0,2,12
1,0,2,3,3,0,1,0,1,1,8.25,3,20,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Parker Joncus,Zach Parduhn",6,2.1,0,0,0,0,3,0,3,0,0,0,2,0,0,0,2,0,2,0,0,1,0,1,6,0,0,0,0,6.15,2,0,3,3,0,2,12
0,0,0,0,0,0,0,0,0,3,6.15,3,21,"Calvin Schmitz,Capriest Gardner,Jake Bruns,Jake Digiorgio,Zach Parduhn",0,1.88333333333333,0,0,0,0,2,2,0,2,1,1,0,0,6,1,1,1,0,0,0,1,1,0,-6,0,0,0,0,4.26666666666667,0,3,0,0,0,2,12
1,0,3,4,1,3,0,0,0,0,4.26666666666667,3,22,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz,Capriest Gardner,Jake Digiorgio",3,2.41666666666667,0,1,0,3,5,1,4,0,0,0,0,0,2,0,2,0,2,3,0,3,1,2,1,0,3,1,2,1.85,3,0,1,0,1,2,12
0,1,2,2,0,2,0,0,0,1,1.85,3,23,"Brett Ott,Capriest Gardner,Cody Mattson,Jalen Lomax,Zach Parduhn",0,1.85,0,0,0,2,3,1,2,0,0,0,0,0,2,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,2,1,2,0,2,2,12
1,0,1,10,3,7,0,0,0,2,20,5,1,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Max Hisatake,Parker Joncus",7,3.23333333333333,4,1,0,1,4,3,1,0,0,0,1,0,7,0,1,1,0,1,1,3,2,1,0,0,4,1,3,16.7666666666667,5,1,6,2,4,1,12
1,0,1,2,2,0,0,0,0,1,16.7666666666667,5,2,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner,Max Hisatake,Milos Dugalic",5,1.5,0,0,0,0,2,1,1,2,2,0,0,0,4,0,0,0,0,0,0,2,1,1,1,0,1,1,0,15.2666666666667,1,0,1,1,0,1,12
0,0,1,1,0,1,2,2,0,1,15.2666666666667,5,3,"Anthony Mosley,Capriest Gardner,Jake Digiorgio,Milos Dugalic,Otis Reale",2,1.01666666666667,0,0,0,1,2,0,2,0,0,0,1,1,0,0,1,0,1,2,1,1,0,1,2,0,0,0,0,14.25,1,1,1,0,1,1,12
